Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2011-08-13,2057,AAMU-JTG,0.08,76,90,67,21.7,24.1,34.5,41.7,40.3,81,82,82,80,77,81,432.40,54.7
2011-08-14,2057,AAMU-JTG,0.01,77,87,68,22.1,23.4,33.5,41.5,40.1,81,81,81,79,77,70,528.20,54.7
2011-08-15,2057,AAMU-JTG,0.00,70,82,59,21.2,22.6,32.5,41.3,39.8,78,79,80,79,77,77,510.00,54.8
2011-08-16,2057,AAMU-JTG,0.00,73,85,62,20.1,21.7,31.3,41.0,39.6,79,79,79,78,76,72,611.00,54.8
2011-08-17,2057,AAMU-JTG,0.00,74,89,62,19.1,20.6,30.1,40.8,39.4,78,79,79,78,76,71,578.40,54.8
2011-08-18,2057,AAMU-JTG,0.00,78,91,63,18.2,19.7,29.0,40.3,39.3,79,80,79,78,76,70,522.80,54.8
2011-08-19,2057,AAMU-JTG,0.00,78,91,68,17.5,18.8,28.3,39.9,39.1,80,81,80,78,76,74,492.90,54.8
2011-08-20,2057,AAMU-JTG,0.00,79,93,69,16.8,18.0,27.9,39.6,38.8,81,81,80,78,76,73,544.70,54.8
2011-08-21,2057,AAMU-JTG,0.00,80,92,71,16.2,17.1,27.8,39.4,38.6,80,81,80,78,76,76,443.20,54.8
2011-08-22,2057,AAMU-JTG,0.00,80,92,69,15.7,16.5,27.2,38.8,38.4,81,81,81,78,76,72,534.70,54.8
2011-08-23,2057,AAMU-JTG,0.00,78,91,65,15.0,15.6,26.3,38.2,38.3,80,80,80,78,76,65,542.70,54.8
2011-08-24,2057,AAMU-JTG,0.00,80,94,65,14.3,15.0,25.6,37.2,38.0,79,80,80,78,76,60,517.70,54.8
2011-08-25,2057,AAMU-JTG,0.00,82,95,68,13.7,14.5,25.2,36.3,37.8,80,81,80,78,76,60,525.50,54.8
2011-08-26,2057,AAMU-JTG,0.00,81,94,69,13.0,14.0,24.9,35.3,37.6,80,81,81,78,76,62,505.20,54.8
2011-08-27,2057,AAMU-JTG,0.00,78,90,63,12.4,13.5,24.5,34.4,37.5,78,79,79,78,76,55,560.10,54.8
2011-08-28,2057,AAMU-JTG,0.00,75,89,62,11.7,13.1,24.1,33.5,37.4,78,78,79,78,76,62,551.10,54.8
2011-08-29,2057,AAMU-JTG,0.00,75,89,60,11.2,12.7,23.7,32.8,37.2,77,78,78,77,76,57,554.10,54.8
2011-08-30,2057,AAMU-JTG,0.00,75,91,58,10.6,12.4,23.4,32.2,37.0,77,77,78,77,76,62,496.80,54.8
2011-08-31,2057,AAMU-JTG,0.00,80,93,71,10.3,12.3,23.1,31.8,36.8,78,79,78,77,76,64,469.90,54.8
2011-09-01,2057,AAMU-JTG,0.00,80,93,70,10.0,12.1,22.7,31.5,36.6,79,79,79,77,75,68,423.60,54.8
2011-09-02,2057,AAMU-JTG,0.00,81,97,67,9.7,11.9,22.5,31.2,36.5,79,80,79,77,75,64,478.80,54.8
2011-09-03,2057,AAMU-JTG,0.00,82,95,68,9.5,11.7,22.1,30.9,36.4,80,80,80,78,75,59,409.60,54.8
2011-09-04,2057,AAMU-JTG,0.56,73,83,68,10.4,11.9,21.8,30.8,36.3,77,78,79,78,75,80,141.50,54.8
2011-09-05,2057,AAMU-JTG,4.45,64,71,59,29.5,27.6,32.1,34.8,38.0,71,72,75,77,75,94,45.14,55.3
2011-09-06,2057,AAMU-JTG,0.88,58,59,57,30.7,30.2,36.8,42.0,50.8,66,67,69,74,75,92,114.00,59.8
2011-09-07,2057,AAMU-JTG,0.00,62,68,58,28.1,27.7,35.3,41.3,47.6,68,68,70,72,75,83,166.70,60.6
2011-09-08,2057,AAMU-JTG,0.00,64,72,55,26.9,26.7,34.7,41.3,45.5,69,70,71,72,74,77,360.40,60.6
2011-09-09,2057,AAMU-JTG,0.00,64,79,52,25.9,26.2,34.1,41.2,42.6,69,70,71,72,74,72,539.80,60.6
2011-09-10,2057,AAMU-JTG,0.00,66,82,52,24.7,25.9,33.4,41.0,41.2,69,70,71,72,73,70,558.20,60.6
2011-09-11,2057,AAMU-JTG,0.00,67,81,54,23.7,25.1,33.0,40.9,40.4,70,70,71,72,73,75,365.50,60.6
2011-09-12,2057,AAMU-JTG,0.00,70,85,59,22.8,24.5,32.8,40.6,39.8,71,71,72,72,72,74,520.90,60.6
2011-09-13,2057,AAMU-JTG,0.00,70,87,58,21.2,23.7,32.5,40.4,39.3,71,71,72,72,72,74,518.00,60.6
2011-09-14,2057,AAMU-JTG,0.90,72,87,58,20.8,23.0,32.1,40.1,38.9,71,72,72,72,72,72,465.00,60.6
2011-09-15,2057,AAMU-JTG,0.00,60,68,52,29.5,31.0,36.7,41.4,39.2,69,70,71,72,72,87,128.60,61.5
2011-09-16,2057,AAMU-JTG,0.00,61,74,48,28.0,28.8,35.7,41.3,41.2,67,68,69,71,72,79,387.70,61.5
2011-09-17,2057,AAMU-JTG,0.00,66,79,58,27.0,27.8,35.3,41.2,40.7,69,70,70,71,72,71,434.80,61.5
2011-09-18,2057,AAMU-JTG,0.00,71,80,62,25.9,26.6,34.9,41.1,40.3,70,70,71,71,71,66,434.70,61.5
2011-09-19,2057,AAMU-JTG,0.08,67,74,64,25.0,25.8,34.6,41.0,39.8,70,71,71,71,71,76,195.70,61.5
2011-09-20,2057,AAMU-JTG,0.06,67,71,64,25.6,25.4,34.3,40.9,39.4,70,71,71,71,71,87,150.60,61.6
2011-09-21,2057,AAMU-JTG,0.00,72,83,64,25.8,25.4,34.1,40.9,39.1,71,72,72,71,71,82,367.70,61.7
2011-09-22,2057,AAMU-JTG,0.00,72,84,62,25.3,25.1,34.0,40.8,38.9,72,72,72,71,71,78,443.10,61.7
2011-09-23,2057,AAMU-JTG,0.00,60,67,48,24.5,24.7,33.6,40.7,38.7,69,70,71,71,71,88,152.80,61.7
2011-09-24,2057,AAMU-JTG,0.00,60,78,46,23.4,24.2,33.2,40.4,38.4,66,67,68,70,71,76,496.40,61.7
2011-09-25,2057,AAMU-JTG,0.00,71,82,54,22.8,23.8,32.8,40.0,38.2,68,68,69,70,71,69,360.40,61.7
2011-09-26,2057,AAMU-JTG,0.15,67,74,55,22.8,23.4,32.6,39.9,37.9,69,70,70,70,71,84,91.50,61.7
2011-09-27,2057,AAMU-JTG,0.00,63,78,56,23.7,23.2,32.4,39.8,37.8,67,68,69,70,70,82,338.90,61.8
2011-09-28,2057,AAMU-JTG,0.01,66,81,52,23.2,23.1,32.2,39.7,37.6,67,67,68,69,70,74,467.10,61.8
2011-09-29,2057,AAMU-JTG,0.00,68,83,55,22.4,22.8,32.0,39.5,37.5,67,68,68,69,70,73,458.40,61.8
2011-09-30,2057,AAMU-JTG,0.00,64,71,48,21.2,22.2,31.7,39.3,37.3,67,68,68,69,70,49,502.80,61.8
2011-10-01,2057,AAMU-JTG,0.00,51,62,40,19.7,21.2,30.9,39.2,37.1,62,64,66,68,70,66,496.60,0.0
2011-10-02,2057,AAMU-JTG,0.00,50,66,38,18.7,20.6,30.5,38.9,37.1,60,61,63,67,70,69,497.30,0.0
2011-10-03,2057,AAMU-JTG,0.00,54,73,38,17.8,20.1,30.2,38.6,36.9,60,60,62,66,69,66,478.40,0.0
2011-10-04,2057,AAMU-JTG,0.00,58,77,42,17.1,19.4,30.0,38.4,36.7,61,61,63,65,69,68,477.00,0.0
2011-10-05,2057,AAMU-JTG,0.00,62,82,47,16.5,18.9,29.7,38.2,36.5,62,63,64,65,68,71,467.60,0.0
2011-10-06,2057,AAMU-JTG,0.00,65,81,50,16.1,18.5,29.6,38.1,36.5,63,64,64,65,68,72,442.30,0.0
2011-10-07,2057,AAMU-JTG,0.00,66,79,54,15.8,18.2,29.2,37.9,36.3,64,64,65,65,68,67,446.50,0.0
2011-10-08,2057,AAMU-JTG,0.00,67,78,56,15.4,17.7,29.1,37.8,36.2,64,64,65,66,67,60,443.70,0.0
2011-10-09,2057,AAMU-JTG,0.00,66,75,56,15.0,17.3,28.8,37.5,36.1,64,64,65,66,67,60,281.50,0.0
2011-10-10,2057,AAMU-JTG,0.00,69,78,61,14.8,17.0,28.7,37.2,36.1,65,66,66,66,67,67,310.90,0.0
2011-10-11,2057,AAMU-JTG,0.40,62,66,60,16.8,17.1,28.6,37.2,36.0,65,65,66,66,67,92,104.00,0.0
2011-10-12,2057,AAMU-JTG,0.05,63,67,60,19.0,17.7,28.6,37.1,35.9,65,66,66,66,67,90,129.50,0.4
2011-10-13,2057,AAMU-JTG,0.53,62,67,55,22.8,20.2,29.0,37.2,35.9,65,66,66,66,67,84,152.20,0.4
2011-10-14,2057,AAMU-JTG,0.00,62,76,53,25.2,23.5,30.5,37.1,35.8,64,64,65,66,67,63,431.90,1.0
2011-10-15,2057,AAMU-JTG,0.00,60,74,47,23.4,23.1,31.1,37.1,35.8,62,63,64,66,67,55,428.20,1.0
2011-10-16,2057,AAMU-JTG,0.00,63,82,42,21.7,22.5,31.0,36.9,35.8,61,61,63,65,67,61,425.70,1.0
2011-10-17,2057,AAMU-JTG,0.00,69,84,57,20.3,21.9,31.0,36.8,35.6,63,63,64,64,67,62,409.20,1.0
2011-10-18,2057,AAMU-JTG,0.04,63,77,48,19.5,21.1,31.0,36.8,35.6,63,64,64,65,67,77,295.70,1.0
2011-10-19,2057,AAMU-JTG,0.03,46,49,44,18.8,20.4,30.6,36.9,35.4,59,61,63,65,66,82,53.50,1.0
2011-10-20,2057,AAMU-JTG,0.00,48,57,41,18.2,19.9,30.3,36.8,35.4,57,59,60,64,66,67,315.70,1.0
2011-10-21,2057,AAMU-JTG,0.00,47,61,36,17.6,19.6,29.9,36.7,35.3,55,56,59,63,66,70,416.70,1.0
2011-10-22,2057,AAMU-JTG,0.00,48,66,33,17.1,19.0,29.6,36.5,35.3,54,55,57,62,66,71,409.70,1.0
2011-10-23,2057,AAMU-JTG,0.00,53,68,35,16.7,18.8,29.5,36.5,35.2,55,55,57,60,65,69,295.90,1.0
2011-10-24,2057,AAMU-JTG,0.00,57,74,43,16.4,18.5,29.3,36.4,35.1,57,58,58,60,65,72,392.40,1.0
2011-10-25,2057,AAMU-JTG,0.00,59,77,43,15.9,18.2,29.3,36.4,34.9,57,58,58,60,64,64,391.90,1.0
2011-10-26,2057,AAMU-JTG,0.00,61,76,47,15.6,17.8,29.1,36.3,34.9,58,58,59,60,64,59,369.00,1.0
2011-10-27,2057,AAMU-JTG,0.01,57,69,50,15.3,17.8,29.0,36.3,34.8,58,58,60,60,64,76,106.70,1.0
2011-10-28,2057,AAMU-JTG,0.73,46,50,41,25.8,24.4,34.1,36.3,34.8,55,56,58,60,64,90,56.98,1.1
2011-10-29,2057,AAMU-JTG,0.00,43,57,34,27.6,26.5,34.6,36.5,34.8,53,54,56,60,63,79,361.30,1.8
2011-10-30,2057,AAMU-JTG,0.00,45,62,30,26.0,25.6,33.8,36.7,34.7,51,52,54,58,63,70,378.50,1.8
2011-10-31,2057,AAMU-JTG,0.00,48,64,36,24.9,25.0,33.4,36.8,34.7,52,52,54,58,63,64,355.50,1.8
2011-11-01,2057,AAMU-JTG,0.00,49,68,33,23.7,24.5,33.1,36.8,34.6,51,52,54,57,62,62,363.80,1.8
2011-11-02,2057,AAMU-JTG,0.00,56,68,40,22.6,24.0,32.8,36.8,34.5,52,53,54,57,62,48,368.80,1.8
2011-11-03,2057,AAMU-JTG,0.53,51,58,44,26.9,26.0,34.4,36.8,34.5,53,54,54,57,62,72,37.29,1.8
2011-11-04,2057,AAMU-JTG,0.00,47,54,42,28.6,27.3,35.2,37.1,34.5,53,53,55,57,61,84,193.00,2.3
2011-11-05,2057,AAMU-JTG,0.00,52,66,40,27.6,26.5,34.5,37.4,34.4,53,54,54,56,61,70,355.00,2.3
2011-11-06,2057,AAMU-JTG,0.00,55,67,46,26.5,26.0,34.1,37.5,34.4,53,54,54,56,61,60,356.20,2.3
2011-11-07,2057,AAMU-JTG,0.00,61,73,51,25.7,25.6,34.0,37.5,34.3,55,55,56,57,60,64,326.10,2.3
2011-11-08,2057,AAMU-JTG,0.00,65,74,57,24.9,25.2,33.8,37.5,34.3,57,57,57,57,60,57,255.80,2.3
2011-11-09,2057,AAMU-JTG,0.10,59,66,44,24.5,24.9,33.7,37.7,34.2,57,58,58,58,60,72,65.86,2.3
2011-11-10,2057,AAMU-JTG,0.00,44,54,33,24.5,24.5,33.4,37.7,34.3,53,54,56,58,60,55,331.30,2.4
2011-11-11,2057,AAMU-JTG,0.00,43,59,26,23.8,24.0,33.0,37.6,34.2,49,50,53,57,60,53,345.20,2.4
2011-11-12,2057,AAMU-JTG,0.00,53,62,41,23.4,24.4,32.8,37.4,34.2,51,51,52,56,60,41,255.00,2.4
2011-11-13,2057,AAMU-JTG,0.00,64,74,56,23.3,24.2,32.9,37.4,34.2,55,55,55,56,60,54,221.00,2.4
2011-11-14,2057,AAMU-JTG,0.00,69,74,64,23.7,24.7,33.1,37.5,34.2,59,59,58,56,60,77,137.00,2.4
2011-11-15,2057,AAMU-JTG,0.18,67,70,63,24.6,24.3,33.2,37.6,34.2,61,61,60,58,60,89,88.40,2.4
2011-11-16,2057,AAMU-JTG,0.68,59,69,46,29.5,27.5,35.4,38.4,34.2,60,61,61,59,60,87,72.30,2.6
2011-11-17,2057,AAMU-JTG,0.02,40,49,28,29.8,28.3,35.5,39.6,34.2,54,54,57,59,60,56,331.20,3.3
2011-11-18,2057,AAMU-JTG,0.00,42,56,25,28.8,27.5,34.6,39.6,34.2,49,49,52,57,60,51,333.20,3.3
2011-11-19,2057,AAMU-JTG,0.00,57,65,45,28.5,27.2,34.3,39.5,34.2,52,52,53,56,60,52,267.70,3.3
2011-11-20,2057,AAMU-JTG,0.04,63,69,59,28.5,27.1,34.5,39.5,34.2,57,57,56,56,60,79,107.20,3.3
2011-11-21,2057,AAMU-JTG,0.00,65,70,60,28.6,27.0,34.5,39.5,34.2,59,59,59,57,59,86,94.00,3.3
2011-11-22,2057,AAMU-JTG,0.62,63,69,58,30.9,28.9,35.8,39.9,34.1,59,60,59,58,59,86,56.59,3.3
2011-11-23,2057,AAMU-JTG,0.00,50,58,40,30.7,29.2,36.1,40.8,34.1,57,58,59,58,60,81,95.30,4.0
2011-11-24,2057,AAMU-JTG,0.00,46,60,38,29.5,28.1,35.2,40.6,34.2,53,54,56,58,60,81,265.40,4.0
2011-11-25,2057,AAMU-JTG,0.00,52,67,35,28.7,27.5,34.8,40.4,34.3,51,52,53,57,60,64,304.90,4.0
2011-11-26,2057,AAMU-JTG,0.00,63,71,53,28.6,27.3,34.6,40.3,34.4,54,55,55,56,59,59,271.70,4.0
2011-11-27,2057,AAMU-JTG,2.62,55,66,43,35.2,32.0,37.7,41.6,34.8,56,57,57,56,59,90,27.57,4.0
2011-11-28,2057,AAMU-JTG,0.65,40,43,35,35.0,32.2,37.7,41.6,50.2,51,52,54,56,59,94,55.60,6.6
2011-11-29,2057,AAMU-JTG,0.22,36,37,33,34.2,31.6,36.7,41.2,50.0,48,49,52,55,59,93,48.00,7.2
2011-11-30,2057,AAMU-JTG,0.00,37,45,27,31.8,29.8,35.6,40.8,47.8,47,48,50,54,58,82,227.90,7.4
2011-12-01,2057,AAMU-JTG,0.01,37,58,24,30.8,29.0,35.0,40.5,47.0,44,45,48,53,58,78,293.60,7.4
2011-12-02,2057,AAMU-JTG,0.00,42,62,29,30.4,28.5,34.6,40.3,45.7,44,45,47,52,58,72,283.40,7.5
2011-12-03,2057,AAMU-JTG,0.00,51,64,35,30.0,28.2,34.5,40.1,42.9,46,47,48,51,57,51,248.50,7.5
2011-12-04,2057,AAMU-JTG,0.00,58,67,51,29.8,28.0,34.5,40.2,42.4,49,50,50,51,56,55,251.40,7.5
2011-12-05,2057,AAMU-JTG,1.07,61,68,48,31.6,29.7,35.5,40.5,42.7,53,54,53,52,56,80,87.40,7.5
2011-12-06,2057,AAMU-JTG,0.97,45,48,42,35.5,32.8,37.7,41.6,49.7,52,53,54,53,56,94,56.11,8.5
2011-12-07,2057,AAMU-JTG,0.34,38,42,32,35.3,32.6,37.8,41.5,48.5,48,50,51,53,56,90,64.05,9.5
2011-12-08,2057,AAMU-JTG,0.00,34,44,27,32.8,30.5,36.0,40.9,47.8,45,46,48,52,56,80,253.20,9.8
2011-12-09,2057,AAMU-JTG,0.01,36,49,24,31.7,29.9,35.2,40.4,45.9,42,43,46,51,56,73,250.50,9.8
2011-12-10,2057,AAMU-JTG,0.00,36,44,29,31.1,29.2,34.9,40.2,42.9,43,44,46,50,55,67,232.40,9.8
2011-12-11,2057,AAMU-JTG,0.00,37,51,25,30.6,28.7,34.6,40.1,42.1,41,42,44,49,55,66,260.60,9.8
2011-12-12,2057,AAMU-JTG,0.00,48,52,40,30.4,28.5,34.6,40.0,41.6,45,45,46,48,54,64,77.69,9.8
2011-12-13,2057,AAMU-JTG,0.00,50,57,44,30.4,28.4,34.6,40.0,41.2,48,48,49,49,54,84,144.10,9.8
2011-12-14,2057,AAMU-JTG,0.00,58,70,44,30.7,28.3,34.6,40.0,41.0,49,50,50,50,54,69,250.00,9.8
2011-12-15,2057,AAMU-JTG,0.32,61,65,54,32.3,28.8,34.7,40.1,40.7,52,52,52,51,54,79,60.23,9.8
2011-12-16,2057,AAMU-JTG,0.89,45,54,37,37.2,33.0,37.7,41.1,44.1,51,51,52,52,54,93,48.78,10.2
2011-12-17,2057,AAMU-JTG,0.00,38,47,33,35.1,30.8,36.1,40.7,46.7,47,48,50,51,54,74,259.50,11.1
2011-12-18,2057,AAMU-JTG,0.00,39,53,27,34.5,29.8,35.3,40.4,43.3,45,45,47,50,54,73,267.30,11.1
2011-12-19,2057,AAMU-JTG,0.00,46,59,31,34.7,29.4,35.1,40.2,42.0,45,46,47,49,54,63,221.30,11.1
2011-12-20,2057,AAMU-JTG,0.12,58,64,49,34.6,29.2,35.1,40.1,41.4,49,49,49,49,53,78,74.69,11.1
2011-12-21,2057,AAMU-JTG,0.07,56,64,44,36.0,30.7,35.8,40.2,40.9,53,53,53,51,53,80,86.70,11.2
2011-12-22,2057,AAMU-JTG,1.18,47,52,44,37.4,32.5,37.2,41.0,44.0,50,50,51,51,53,89,14.50,11.2
2011-12-23,2057,AAMU-JTG,0.00,43,47,38,36.6,31.8,36.4,40.8,46.6,48,49,50,51,53,82,38.09,12.4
2011-12-24,2057,AAMU-JTG,0.00,40,51,35,34.5,30.8,35.6,40.5,42.7,47,47,49,51,53,76,206.10,12.4
2011-12-25,2057,AAMU-JTG,0.00,40,49,30,33.6,30.3,35.3,40.3,41.5,45,46,47,50,53,87,49.77,12.4
2011-12-26,2057,AAMU-JTG,0.93,38,47,29,34.2,30.9,35.5,40.4,40.8,43,44,46,49,53,84,62.38,12.4
2011-12-27,2057,AAMU-JTG,0.57,43,47,40,37.4,34.2,37.6,41.3,48.7,45,46,46,48,53,84,48.45,13.4
2011-12-28,2057,AAMU-JTG,0.00,38,49,29,35.1,31.7,35.8,40.5,45.7,43,44,45,48,52,77,259.80,13.9
2011-12-29,2057,AAMU-JTG,0.00,42,56,28,34.3,31.0,35.3,40.3,42.4,42,43,44,47,52,72,246.50,13.9
2011-12-30,2057,AAMU-JTG,0.00,52,63,40,34.0,30.5,35.2,40.1,41.1,44,45,45,47,52,72,164.10,13.9
2011-12-31,2057,AAMU-JTG,0.00,51,62,40,33.7,30.2,35.0,40.0,40.3,45,46,46,47,51,64,272.70,13.9
2012-01-01,2057,AAMU-JTG,0.02,55,62,42,33.6,30.1,35.1,40.1,40.1,48,48,48,48,51,56,230.90,13.9
2012-01-02,2057,AAMU-JTG,0.00,35,42,26,33.2,29.6,34.8,40.0,39.9,43,44,46,48,51,35,283.60,14.0
2012-01-03,2057,AAMU-JTG,0.00,25,34,19,32.6,29.2,34.3,39.9,39.6,38,39,42,47,51,53,276.70,14.0
2012-01-04,2057,AAMU-JTG,0.00,35,51,18,32.1,29.0,34.1,39.7,39.4,38,39,40,45,51,63,263.40,14.0
2012-01-05,2057,AAMU-JTG,0.00,42,58,28,31.9,28.8,34.0,39.6,39.2,40,40,41,44,50,68,274.90,14.0
2012-01-06,2057,AAMU-JTG,0.00,49,65,30,31.8,28.6,34.0,39.5,39.1,41,42,42,45,50,71,271.20,14.0
2012-01-07,2057,AAMU-JTG,0.57,56,59,52,33.6,30.8,34.9,39.6,39.0,47,47,46,45,50,90,51.89,14.0
2012-01-08,2057,AAMU-JTG,0.21,51,56,47,36.7,33.8,37.7,40.6,43.8,49,49,48,47,50,95,40.75,14.5
2012-01-09,2057,AAMU-JTG,0.05,54,59,50,35.5,32.3,36.6,40.6,46.9,50,51,50,48,50,95,44.33,14.7
2012-01-10,2057,AAMU-JTG,0.16,54,57,50,36.2,32.4,36.4,40.5,43.4,51,51,51,49,50,94,35.57,14.8
2012-01-11,2057,AAMU-JTG,2.65,52,59,46,40.1,36.0,38.4,41.9,45.8,52,53,53,50,50,92,32.04,14.9
2012-01-12,2057,AAMU-JTG,0.13,39,48,26,38.4,34.2,37.4,41.2,41.5,48,49,50,51,51,84,25.27,17.6
2012-01-13,2057,AAMU-JTG,0.00,28,35,24,36.2,32.4,36.0,40.7,41.1,40,42,44,49,51,64,177.00,17.7
2012-01-14,2057,AAMU-JTG,0.00,39,55,21,35.0,31.7,35.3,40.3,40.9,39,40,42,47,51,55,292.30,17.7
2012-01-15,2057,AAMU-JTG,0.00,39,52,27,34.2,31.2,35.1,40.1,40.3,40,41,42,46,50,56,300.00,17.7
2012-01-16,2057,AAMU-JTG,0.00,53,59,40,34.2,31.0,35.1,40.0,39.8,43,43,43,46,50,41,83.10,17.7
2012-01-17,2057,AAMU-JTG,1.33,55,62,36,37.8,34.6,36.7,40.7,41.6,49,49,48,46,50,84,16.96,17.7
2012-01-18,2057,AAMU-JTG,0.01,32,37,27,36.8,33.5,36.5,40.8,45.8,44,45,47,47,49,73,295.80,19.0
2012-01-19,2057,AAMU-JTG,0.00,42,56,26,35.0,32.3,35.7,40.3,41.5,42,43,44,46,49,60,288.50,19.1
2012-01-20,2057,AAMU-JTG,0.03,55,65,47,34.0,32.0,35.7,40.3,40.3,47,48,47,46,49,86,54.09,19.1
2012-01-21,2057,AAMU-JTG,0.73,49,66,39,37.3,35.1,37.4,41.0,45.1,50,51,50,48,49,90,54.27,19.1
2012-01-22,2057,AAMU-JTG,0.00,53,59,41,35.6,33.3,36.6,40.8,46.1,50,50,50,48,49,90,123.40,19.8
2012-01-23,2057,AAMU-JTG,2.24,57,64,42,38.1,36.4,38.0,41.9,46.6,54,55,54,50,50,69,281.00,19.8
2012-01-24,2057,AAMU-JTG,0.00,46,58,34,33.7,33.8,36.5,40.9,41.3,48,49,51,50,50,70,329.60,22.1
2012-01-25,2057,AAMU-JTG,0.00,56,70,37,32.9,33.0,35.9,40.6,41.4,49,49,50,50,50,59,227.20,22.1
2012-01-26,2057,AAMU-JTG,1.14,60,63,51,36.4,36.0,37.6,41.3,44.8,53,54,53,50,50,86,28.16,22.1
2012-01-27,2057,AAMU-JTG,0.01,44,52,36,35.6,35.3,37.8,41.4,48.0,51,52,53,51,51,79,265.00,23.2
2012-01-28,2057,AAMU-JTG,0.00,42,52,29,33.6,33.6,36.2,40.8,42.4,46,47,49,50,51,64,311.00,23.2
2012-01-29,2057,AAMU-JTG,0.00,38,53,23,32.7,32.8,35.7,40.5,40.0,42,44,46,49,51,54,353.00,23.2
2012-01-30,2057,AAMU-JTG,0.00,47,62,32,32.1,32.3,35.4,40.3,39.8,43,44,45,48,51,40,351.90,23.2
2012-01-31,2057,AAMU-JTG,0.00,56,65,44,31.7,31.9,35.3,40.2,39.4,45,46,46,47,50,34,244.90,23.2
2012-02-01,2057,AAMU-JTG,0.90,57,59,53,35.1,35.5,37.2,40.8,42.6,50,51,50,48,50,89,42.75,23.2
2012-02-02,2057,AAMU-JTG,0.01,54,63,41,35.4,35.2,37.8,41.3,47.4,51,52,52,49,50,67,360.60,24.1
2012-02-03,2057,AAMU-JTG,0.03,53,61,36,33.5,33.6,36.4,40.8,42.6,48,48,49,49,50,54,191.60,24.1
2012-02-04,2057,AAMU-JTG,0.69,56,61,50,35.5,35.3,37.2,41.1,42.8,51,52,51,49,50,84,77.40,24.2
2012-02-05,2057,AAMU-JTG,0.01,54,60,44,35.3,35.2,37.4,41.2,46.5,53,54,53,50,50,82,144.70,24.8
2012-02-06,2057,AAMU-JTG,0.00,45,54,38,33.8,33.9,36.5,40.9,41.3,49,50,51,51,51,80,201.80,24.8
2012-02-07,2057,AAMU-JTG,0.00,44,56,31,33.0,33.1,35.9,40.6,40.1,47,48,49,50,51,66,374.80,24.8
2012-02-08,2057,AAMU-JTG,0.00,44,48,38,32.4,32.7,35.8,40.4,39.6,47,48,49,49,51,67,212.30,24.8
2012-02-09,2057,AAMU-JTG,0.00,37,45,29,31.9,32.2,35.6,40.3,39.6,45,46,48,49,51,72,269.90,24.8
2012-02-10,2057,AAMU-JTG,0.02,36,46,29,31.4,31.7,35.2,40.2,39.6,43,44,46,48,51,82,190.30,24.8
2012-02-11,2057,AAMU-JTG,0.01,29,38,22,31.3,31.6,34.9,40.1,39.3,41,42,44,48,50,58,243.10,24.9
2012-02-12,2057,AAMU-JTG,0.00,26,37,18,30.5,31.0,34.4,39.9,39.0,37,38,41,46,50,51,403.40,24.9
2012-02-13,2057,AAMU-JTG,0.08,34,46,19,30.5,30.8,34.2,39.7,38.8,38,38,40,44,50,60,189.00,24.9
2012-02-14,2057,AAMU-JTG,0.12,43,47,38,34.6,33.5,34.4,39.7,38.7,42,42,43,44,49,90,53.58,25.0
2012-02-15,2057,AAMU-JTG,0.12,51,61,34,34.7,33.4,34.7,39.6,38.5,46,46,45,45,49,75,260.50,25.1
2012-02-16,2057,AAMU-JTG,0.16,54,62,45,36.8,35.8,36.9,39.8,38.5,50,50,49,46,49,77,228.40,25.2
2012-02-17,2057,AAMU-JTG,0.00,50,61,41,34.9,34.2,36.7,40.3,38.7,49,50,50,48,49,66,343.70,25.4
2012-02-18,2057,AAMU-JTG,0.01,49,58,36,34.0,33.2,36.0,40.4,40.5,48,48,49,48,49,72,151.30,25.4
2012-02-19,2057,AAMU-JTG,0.73,41,48,32,37.0,36.5,37.4,41.0,45.1,46,47,48,48,49,88,87.40,25.4
2012-02-20,2057,AAMU-JTG,0.01,43,57,27,35.0,34.1,36.3,40.6,44.1,44,44,46,47,49,64,434.60,26.1
2012-02-21,2057,AAMU-JTG,0.00,54,67,43,34.3,33.4,36.0,40.4,41.0,48,48,48,47,49,48,398.70,26.1
2012-02-22,2057,AAMU-JTG,0.46,54,67,39,34.9,34.3,36.4,40.6,40.7,47,48,48,48,49,76,137.30,26.1
2012-02-23,2057,AAMU-JTG,0.00,66,77,53,36.1,35.2,37.2,41.0,46.8,54,54,52,48,49,71,393.50,26.6
2012-02-24,2057,AAMU-JTG,0.00,54,70,36,34.5,33.9,36.5,40.8,43.7,53,54,54,50,49,47,222.00,26.6
2012-02-25,2057,AAMU-JTG,0.00,41,53,31,33.1,32.8,35.9,40.6,40.1,47,48,49,50,50,47,456.00,26.6
